2026-08-17T11:19:32+00:00	RECUPERADO	cerrajerosalcasser.com	caído desde 2026-08-17T10:17:15+00:00
2026-08-17T17:14:41+00:00	CAIDA	cerrajerourgentecastellon.com	sin respuesta en 20s
2026-08-17T17:26:00+00:00	RECUPERADO	cerrajerourgentecastellon.com	caído desde 2026-08-17T17:14:41+00:00
2026-08-17T22:30:34+00:00	CAIDA	cerrajerourgentecastellon.com	sin respuesta en 20s
2026-08-17T22:41:42+00:00	RECUPERADO	cerrajerourgentecastellon.com	caído desde 2026-08-17T22:30:34+00:00
2026-08-18T09:12:01+00:00	CAIDA	cerrajerourgentecastellon.com	sin respuesta en 20s
2026-08-18T09:23:10+00:00	RECUPERADO	cerrajerourgentecastellon.com	caído desde 2026-08-18T09:12:01+00:00
2026-08-18T18:41:45+00:00	CAIDA	cerrajerourgentecastellon.com	sin respuesta en 20s
2026-08-18T18:52:53+00:00	RECUPERADO	cerrajerourgentecastellon.com	caído desde 2026-08-18T18:41:45+00:00
2026-08-19T05:33:19+00:00	CAIDA	cerrajerourgentecastellon.com	sin respuesta en 20s
2026-08-19T05:44:30+00:00	RECUPERADO	cerrajerourgentecastellon.com	caído desde 2026-08-19T05:33:19+00:00
2026-08-19T06:36:24+00:00	CAIDA	cerrajerosalcasser.com	sin respuesta en 20s
2026-08-19T07:33:04+00:00	CAIDA	fontaneros-toledo.com	error de conexión (ProxyError)
2026-08-19T07:33:04+00:00	CAIDA	cerrajerosmallorca.top	error de conexión (ProxyError)
2026-08-19T07:33:04+00:00	CAIDA	cerrajeroquartdepoblet.com	error de conexión (ProxyError)
2026-08-19T07:33:04+00:00	CAIDA	cerrajerosalboraya.com	error de conexión (ProxyError)
2026-08-19T07:33:04+00:00	CAIDA	cerrajeroscatarroja.com	error de conexión (ProxyError)
2026-08-19T07:33:04+00:00	CAIDA	cerrajerossedavi.com	error de conexión (ProxyError)
2026-08-19T07:33:04+00:00	CAIDA	persianasyautomatismos.com	error de conexión (ProxyError)
2026-08-19T07:33:04+00:00	RECUPERADO	cerrajerosalcasser.com	caído desde 2026-08-19T06:36:24+00:00
2026-08-19T08:31:49+00:00	CAIDA	cerrajerosalcasser.com	sin respuesta en 20s
2026-08-19T08:31:49+00:00	RECUPERADO	fontaneros-toledo.com	caído desde 2026-08-19T07:33:04+00:00
2026-08-19T08:31:49+00:00	RECUPERADO	cerrajerosmallorca.top	caído desde 2026-08-19T07:33:04+00:00
2026-08-19T08:31:49+00:00	RECUPERADO	cerrajeroquartdepoblet.com	caído desde 2026-08-19T07:33:04+00:00
2026-08-19T08:31:49+00:00	RECUPERADO	cerrajerosalboraya.com	caído desde 2026-08-19T07:33:04+00:00
2026-08-19T08:31:49+00:00	RECUPERADO	cerrajeroscatarroja.com	caído desde 2026-08-19T07:33:04+00:00
2026-08-19T08:31:49+00:00	RECUPERADO	cerrajerossedavi.com	caído desde 2026-08-19T07:33:04+00:00
2026-08-19T08:31:49+00:00	RECUPERADO	persianasyautomatismos.com	caído desde 2026-08-19T07:33:04+00:00
2026-08-19T09:27:20+00:00	RECUPERADO	cerrajerosalcasser.com	caído desde 2026-08-19T08:31:49+00:00
2026-08-19T09:49:46+00:00	CAIDA	cerrajerourgentecastellon.com	sin respuesta en 20s
2026-08-19T10:00:55+00:00	RECUPERADO	cerrajerourgentecastellon.com	caído desde 2026-08-19T09:49:46+00:00
2026-08-19T12:41:01+00:00	CAIDA	cerrajerourgentecastellon.com	sin respuesta en 20s
2026-08-19T13:51:50+00:00	RECUPERADO	cerrajerourgentecastellon.com	caído desde 2026-08-19T12:41:01+00:00
2026-08-19T15:02:59+00:00	CAIDA	xn--cerrajerosbuol-1nb.com	error de conexión (ProxyError)
2026-08-19T15:13:13+00:00	RECUPERADO	xn--cerrajerosbuol-1nb.com	caído desde 2026-08-19T15:02:59+00:00
2026-08-20T03:34:08+00:00	CAIDA	cerrajeroselpuig.com	sin respuesta en 20s
2026-08-20T03:34:08+00:00	CAIDA	cerrajerosgodella.com	sin respuesta en 20s
2026-08-20T03:34:08+00:00	CAIDA	cerrajeroslapobladefarnals.com	sin respuesta en 20s
2026-08-20T03:34:08+00:00	CAIDA	cerrajerossanantoniodebenageber.com	sin respuesta en 20s
2026-08-20T03:34:08+00:00	CAIDA	persianasyautomatismos.com	sin respuesta en 20s
2026-08-20T03:45:38+00:00	RECUPERADO	persianasyautomatismos.com	caído desde 2026-08-20T03:34:08+00:00
